Symbol,ProductDiver,Internationalisation (Percenatage of Oversea Sales),Year,BigDataCapability,SybolYear,FrontierIDYear,Operational Efficiency_2015,Operational Efficiency_2016,Grant Invention Patent,Customer Concentration,Supplier Concentration,Environmental Munificence,Environmental Instability,Complexity,Firm Income(Sales),LnFirm Income,Return on Assests(A),Return on Assets(B),R&D Expenditure,LnR&Dexpenditure,R&D Intensity,OperationalCost,LnOperational Cost,FirmSize,LnFirmSize,FirmAge,CapitalExpenditure,OperationalIncome,GIndstruyCode,SIndustryode,EstablishYear
2389,1.110203005,0.1459,2015,1,23892015,3952015,0.83918622,0.87516721,2,34.79,41.15,1.38,0.001673351,-0.93,"¾624,843,106.94",20.25301115,0.03109,0.035148,32772595.84,7.515510842,0.035492522,"$923,366,217.00",20.64353648,1257,3.099335278,9,485928396.6,624843106.9,5,39,2006
2546,1.605731993,#N/A,2015,3,25462015,5122015,0.70516496,0.7624926,3,38.26,15.25,2.28,0.687202051,-0.7,"¾461,686,913.33",19.95039754,0.088519,0.09116,52539868.77,7.720488984,0.067617989,"$777,010,224.30",20.47096407,1321,3.120902818,12,14149030.77,461686913.3,5,38,2003
2617,1.668092585,0.0596,2015,1,26172015,5582015,0.93933928,0.94727772,1,46.48,63.2,2.28,0.687202051,-0.7,"¾1,549,994,236.18",21.16151705,0.046681,0.041925,10583742.63,7.02463927,0.005978348,"$1,770,345,667.00",21.29444066,1064,3.026941628,26,62881852.95,1549994236,5,38,1989
2618,1.047606074,0.9917,2015,2,26182015,5592015,0.79222945,#N/A,1,76.93,47.06,1.38,0.001673351,#N/A,"¾262,703,158.58",19.38653528,0.028018,0.028893,41695348.59,7.620087609,0.099502548,"$419,038,000.40",19.85347217,1100,3.041392685,14,70214558.7,262703158.6,5,39,2001
100,1.574189263,0.4335,2015,2,1002015,132015,0.85728632,0.8653019,75,11.85,20.93,1.38,0.001673351,-0.93,"¾87,282,839,000.00",25.19241971,0.028903,0.031569,3765835812,9.575861381,0.036009318,"$105,000,000,000.00",25.37321321,29810,4.474361976,13,16577956000,87282839000,5,39,2002
400,1.571912783,0.0003,2015,1,4002015,192015,0.79580165,0.82916332,92,42.93,10.25,2.28,0.687202051,-0.7,"¾5,292,127,546.71",22.38948618,0.064534,0.069233,397033389.7,8.598827032,0.054045352,"$7,346,300,438.00",22.71746268,5919,3.77224834,22,210311607.4,5292127547,5,38,1993
687,1.149886641,0.0647,2015,4,6872015,592015,0.95052688,0.83633658,1,63.37,72.67,1.38,0.001673351,-0.93,"¾797,449,352.41",20.49692888,-0.103879,-0.105549,11617022.1,7.065094816,0.013233226,"$877,867,747.80",20.59300651,388,2.588831726,18,15749096.01,797449352.4,5,39,1997
2376,0.824039157,0.3937,2015,1,23762015,3862015,0.63531782,0.62902654,31,29.38,16.74,1.38,0.001673351,-0.93,"¾636,944,312.74",20.27219279,0.065257,0.069091,140530454.2,8.14777045,0.116056806,"$1,210,876,460.00",20.91461028,2490,3.396199347,13,104840823.7,636944312.7,5,39,2002
2106,0.04465606,0.808,2015,3,21062015,2122015,0.96238827,0.90775752,3,58.94,56.29,1.38,0.001673351,-0.93,"¾2,339,192,120.22",21.57307146,-0.142198,-0.128956,148959031.3,8.173066839,0.061456831,"$2,423,799,415.00",21.60860215,1727,3.237292338,15,125547087.1,2339192120,5,39,2000
2161,1.266381875,0.2167,2015,2,21612015,2472015,0.74426395,0.67378477,6,19.38,34.42,1.38,0.001673351,-0.93,"¾311,131,554.07",19.55572638,0.006658,0.006925,65014551.94,7.813010574,0.128162258,"$507,283,135.70",20.04457986,611,2.78604121,12,25191101.52,311131554.1,5,39,2003
2179,0.889914838,0.0503,2015,2,21792015,2602015,0.76422259,0.75470978,62,34.29,14.11,1.38,0.001673351,-0.93,"¾3,132,854,280.16",21.86521034,0.080834,0.088051,301577780.5,8.479399341,0.06382333,"$4,725,196,552.00",22.276175,10443,4.018825278,13,243568640.7,3132854280,5,39,2002
2180,0.953401853,0.7569,2015,1,21802015,2612015,0.69804045,0.74476396,8,12.19,16,1.38,0.001673351,-0.93,"¾1,223,089,293.76",20.9246457,0.0946,0.130271,126374607.2,8.101659819,0.061675631,"$2,049,020,088.00",21.44062751,5387,3.731346976,11,48931750.82,1223089294,5,39,2004
2217,1.313129474,0.1638,2015,1,22172015,2832015,0.91574859,#N/A,2,19.48,22.53,1.38,0.001673351,#N/A,"¾4,066,479,883.15",22.12604357,0.023723,0.035128,115680343.7,8.06325957,0.023354793,"$4,953,173,491.00",22.32329432,18106,4.257822516,12,179222880.5,4066479883,5,39,2003
2218,1.323315833,0.2867,2015,1,22182015,2842015,0.90525498,0.88416451,1,43.84,25.6,2.28,0.687202051,-0.7,"¾525,086,625.05",20.07907381,0.007311,0.008346,53667053.08,7.729707748,0.073719452,"$727,990,395.80",20.40579841,2507,3.399154334,8,690530293.4,525086625.1,5,38,2007
2236,1.146442763,0.3598,2015,2,22362015,2952015,0.68812348,0.67879567,14,17.47,18.61,1.38,0.001673351,-0.93,"¾6,326,729,830.19",22.56804933,0.120061,0.141701,955055637.5,8.980028672,0.094767952,"$10,077,833,438.00",23.03360414,6714,3.826981337,13,367979973.5,6326729830,5,39,2002
2255,1.131798265,0.0412,2015,1,22552015,3092015,0.90521815,0.86221334,1,36.73,12.25,1.85,0.018339586,#N/A,"¾1,210,793,618.21",20.91454186,0.028557,0.030325,48161440.95,7.682699472,0.032133038,"$1,498,813,792.00",21.12793983,1022,3.009450896,8,36754401,1210793618,5,34,2007
2227,0.435998524,0.0126,2015,4,22272015,2902015,0.82810965,#N/A,4,15.79,24.89,2.28,0.687202051,#N/A,"¾228,149,385.95",19.24551117,0.008697,0.008876,42101217.13,7.624294651,0.122471744,"$343,762,699.00",19.65546215,798,2.902002891,17,24893509.55,228149386,5,38,1998
2415,1.307712118,0.2634,2015,2,24152015,4172015,0.64235581,0.61644339,25,3.08,30.27,1.38,0.001673351,#N/A,"¾15,136,793,517.44",23.44039427,0.194033,0.227969,1722638164,9.236194065,0.068165548,"$25,271,390,273.00",23.95293877,15222,4.182471718,7,1330084113,15136793517,5,39,2008
2417,0.799027764,0,2015,3,24172015,4182015,0.91009581,0.90866769,8,16.58,39.71,1.38,0.001673351,-0.93,"¾377,342,701.61",19.74866436,0.027572,0.026477,29860249.71,7.475093435,0.062367889,"$478,776,024.10",19.98674346,459,2.661812686,11,8931334.84,377342701.6,5,39,2004
2418,1.065027553,0.0795,2015,1,24182015,4192015,0.92950466,#N/A,6,50.81,49.87,1.85,0.018339586,#N/A,"¾1,829,647,029.76",21.32738891,0.022799,0.028429,33742313.26,7.528174853,0.015481046,"$2,179,588,763.00",21.50240206,4802,3.681422156,8,58131991.52,1829647030,5,34,2007
2115,0.76279615,0.1503,2015,2,21152015,2172015,0.8504332,0.87355708,15,39.32,26.81,1.38,0.001673351,-0.93,"¾598,998,087.13",20.21076896,0.009276,0.009351,92789598.88,7.967499297,0.107268715,"$865,020,141.70",20.57826335,1651,3.217747073,11,172341447.4,598998087.1,5,39,2004
2289,1.044902801,0.0429,2015,1,22892015,3302015,0.94978581,0.95897733,3,41.36,33.83,1.38,0.001673351,-0.93,"¾3,061,892,461.42",21.84229901,-0.343551,-0.308598,109413994.8,8.039072875,0.032367975,"$3,380,316,298.00",21.94123512,5837,3.766189693,11,123098404.8,3061892461,5,39,2004
2185,0.103056254,0.5519,2015,1,21852015,2622015,0.91505422,0.92411748,8,25.84,24.48,1.38,0.001673351,-0.93,"¾3,078,962,312.91",21.84785847,0.046449,0.058491,247221196.1,8.393085703,0.063815205,"$3,874,017,127.00",22.07755782,9616,3.982994455,12,897370779,3078962313,5,39,2003
2296,1.306387659,#N/A,2015,1,22962015,3352015,0.63629486,0.62867313,5,23.85,19.9,1.38,0.001673351,-0.93,"¾293,203,316.44",19.49637684,0.034962,0.036812,63274334.81,7.801227588,0.111786795,"$566,026,914.60",20.15415219,746,2.872738827,14,61330278.99,293203316.4,5,39,2001
2380,0.979346128,#N/A,2015,4,23802015,3892015,0.70559627,0.70882046,6,19.73,11.47,2.28,0.687202051,-0.7,"¾236,896,437.64",19.28313363,0.048685,0.05143,48112735.99,7.682260054,0.113851599,"$422,591,659.10",19.86191693,940,2.973127854,22,65264146.62,236896437.6,5,38,1993
2122,0.678254618,0.1756,2015,1,21222015,2242015,0.93447306,#N/A,1,30.48,25.64,1.85,0.018339586,#N/A,"¾1,717,967,546.34",21.26440777,0.007072,0.0071,74504025.35,7.872179738,0.0355,"$2,098,704,939.00",21.4645863,6009,3.778802204,13,372593307.3,1717967546,5,34,2002
2192,1.808222188,0.02,2015,1,21922015,2652015,0.81148319,#N/A,1,69.96,52.83,1.38,0.001673351,#N/A,"¾151,656,546.16",18.83712896,0.017145,0.017425,8098027.53,6.908379249,0.034837534,"$232,451,228.90",19.26419099,255,2.40654018,14,16006983.66,151656546.2,5,39,2001
2194,1.084544401,0.113,2015,4,21942015,2672015,0.93852636,0.96649536,2,96.27,25.22,1.38,0.001673351,-0.93,"¾1,455,987,140.36",21.09894995,0.030058,0.029729,91934226.31,7.963477226,0.051905536,"$1,771,183,447.00",21.29491377,8118,3.909449047,13,222870308.8,1455987140,5,39,2002
2308,0.502199334,0.0264,2015,1,23082015,3432015,0.58268911,0.51658804,146,10.49,51.2,1.38,0.001673351,#N/A,"¾460,838,470.35",19.94855815,0.041341,0.045908,92502682.45,7.966154327,0.098706713,"$937,146,820.80",20.65835052,1195,3.077367905,13,29202257.8,460838470.4,5,39,2002
2309,1.636466435,0.1449,2015,2,23092015,3442015,0.84264417,0.88075444,6,28.19,25.62,2.28,0.687202051,-0.7,"¾9,378,401,023.22",22.96167512,0.024651,0.027364,340771855.5,8.532463719,0.028070223,"$12,139,976,629.00",23.2197697,6933,3.8409212,19,690956800,9378401023,5,38,1996
2367,1.112471373,0.0768,2015,1,23672015,3792015,0.74321398,0.73363767,5,9.61,13.53,1.85,0.018339586,#N/A,"¾2,081,765,198.52",21.45648202,0.121088,0.125276,132655848.2,8.122726401,0.040563662,"$3,270,312,470.00",21.90815137,4727,3.674585602,18,299761619.1,2081765199,5,34,1997
2249,1.900697152,0.4351,2015,4,22492015,3042015,0.87215754,0.86792041,5,34.93,22.01,2.28,0.687202051,-0.7,"¾3,839,639,155.40",22.06864423,0.048923,0.053537,239759476.3,8.379775781,0.048808684,"$4,912,229,877.00",22.31499383,2318,3.365113432,9,417405903.2,3839639155,5,38,2006
2369,0.802999386,0.2808,2015,3,23692015,3802015,0.95773668,0.94833848,1,62.13,52.8,1.38,0.001673351,-0.93,"¾3,570,372,207.81",21.99593569,-0.017131,-0.016987,77583115.14,7.889767214,0.020527538,"$3,779,465,102.00",22.05284833,6914,3.839729375,8,107212807.2,3570372208,5,39,2007
2300,1.57733877,#N/A,2015,1,23002015,3382015,0.93370741,0.93056032,1,18.01,37.89,2.28,0.687202051,-0.7,"¾3,131,797,114.68",21.86487283,0.062158,0.065044,142351480.3,8.153361988,0.039505055,"$3,603,373,823.00",22.00513642,2311,3.363799945,21,232347348.3,3131797115,5,38,1994
2362,1.834701566,0.1157,2015,1,23622015,3772015,0.6408556,0.63862933,42,19.63,23,1.38,0.001673351,-0.93,"¾187,094,475.05",19.04712426,0.005867,0.005854,54544963.86,7.736754658,0.149783408,"$364,158,918.70",19.71310092,1095,3.039414119,10,18158857.5,187094475.1,5,39,2005
2222,1.185209544,0.6885,2015,1,22222015,2862015,0.62626313,0.58344305,1,25,21.76,1.38,0.001673351,#N/A,"¾101,835,905.62",18.43887331,0.051934,0.0533,24543887.99,7.38994336,0.116564362,"$210,560,823.10",19.16528512,900,2.954242509,14,25326398.11,101835905.6,5,39,2001
2241,0.500402424,0.84,2015,3,22412015,2982015,0.85143722,0.86804975,96,55.94,14.13,1.38,0.001673351,-0.93,"¾10,256,144,959.19",23.05114287,0.064444,0.067039,972834726.9,8.988039065,0.071238495,"$13,656,025,766.00",23.33744671,31695,4.500990756,14,2035938508,10256144959,5,39,2001
2242,1.285339653,0.0139,2015,1,22422015,2992015,0.73341261,0.71091978,34,22.26,34.74,2.28,0.687202051,-0.7,"¾4,808,845,747.72",22.29372292,0.113898,0.1236,208054437.3,8.318176983,0.029469095,"$7,060,089,115.00",22.67772351,3421,3.534153074,8,71317821.67,4808845748,5,38,2007
2335,1.499720472,0.0937,2015,4,23352015,3612015,0.79981751,0.77411856,4,12.14,28.31,2.28,0.687202051,-0.7,"¾1,092,415,817.11",20.81165743,0.049471,0.059477,117819341.8,8.071216592,0.070561994,"$1,669,728,074.00",21.23592662,3142,3.497206181,16,596175399.2,1092415817,5,38,1999
2119,1.395985971,0.2327,2015,3,21192015,2212015,0.94263051,0.91801789,3,36.55,64.44,1.38,0.001673351,-0.93,"¾867,021,873.07",20.58057476,-0.037773,-0.03602,40620255.89,7.608742655,0.039783452,"$1,021,033,968.00",20.74408165,978,2.990338855,13,95578786.72,867021873.1,5,39,2002
2260,1.599988596,0.8654,2015,1,22602015,3122015,0.94300556,0.91134036,11,50.51,19.59,2.28,0.687202051,-0.7,"¾530,995,523.33",20.09026415,-0.024999,-0.027715,91548090.72,7.961649291,0.139890716,"$654,425,778.80",20.29926874,2146,3.331629718,9,111375916.8,530995523.3,5,38,2006
2151,0.428726096,0.0482,2015,2,21512015,2412015,0.82274736,0.8041476,2,18.34,31.58,1.38,0.001673351,-0.93,"¾753,682,127.33",20.44048126,0.012505,0.016682,69174783.16,7.839947806,0.062440367,"$1,107,853,564.00",20.82569025,2473,3.393224116,15,93451599.24,753682127.3,5,39,2000
2152,1.520312881,0.0963,2015,1,21522015,2422015,0.55661463,0.61953851,47,40.69,20.88,1.85,0.018339586,#N/A,"¾1,899,362,127.54",21.36478394,0.119163,0.127935,333271209.5,8.522797798,0.08388526,"$3,972,941,256.00",22.10277253,12643,4.101850138,10,168423604.3,1899362128,5,34,2005
2169,1.177563802,#N/A,2015,4,21692015,2542015,0.8770523,0.88500433,5,17.23,47.93,2.28,0.687202051,-0.7,"¾974,952,483.34",20.69789929,0.045369,0.049797,58177636.05,7.76475607,0.044514627,"$1,306,933,032.00",20.99094903,1184,3.073351702,10,136742703.5,974952483.3,5,38,2005
2334,0.900481908,0.2539,2015,1,23342015,3602015,0.68263672,0.72020862,37,10.74,25.56,2.28,0.687202051,-0.7,"¾620,893,177.96",20.24666961,0.073959,0.078034,123732656.9,8.092484339,0.114211672,"$1,083,362,628.00",20.80333559,2050,3.311753861,13,37681095.13,620893178,5,38,2002
2112,1.037514076,0.0174,2015,1,21122015,2162015,0.89035357,0.93078064,4,17.2,27.35,2.28,0.687202051,-0.7,"¾726,439,846.32",20.40366624,0.00682,0.007151,31886615.07,7.503608419,0.034342714,"$928,482,689.60",20.6490623,885,2.946943271,14,10474213.53,726439846.3,5,38,2001
2104,0.357257817,0.0185,2015,2,21042015,2102015,0.73718895,0.76271991,1,14.2,52.31,1.38,0.001673351,-0.93,"¾1,164,691,309.97",20.87572192,0.194808,0.213559,148633999.8,8.172118165,0.081637348,"$1,820,661,778.00",21.32246589,1643,3.215637563,19,51140145.03,1164691310,5,39,1996
2121,1.363918634,0.0672,2015,4,21212015,2232015,0.82444843,0.8121987,4,17.38,14.74,3.54,0.586050438,#N/A,"¾1,531,321,383.00",21.14939685,0.01959,0.02696,182600768.9,8.261502602,0.080745946,"$2,261,423,353.00",21.53926025,3338,3.523486332,15,1530609057,1531321383,5,40,2000
2559,0,0.1205,2015,4,25592015,5202015,0.88284036,0.87200245,3,5.74,31.78,1.85,0.018339586,#N/A,"¾661,851,375.34",20.31055158,0.035727,0.038385,56117383.19,7.749097411,0.062819965,"$893,304,907.70",20.61043852,1316,3.119255889,15,68959938.41,661851375.3,5,34,2000
2313,1.252899243,0.0305,2015,3,23132015,3472015,0.87250342,0.86930606,7,81.81,10,1.38,0.001673351,-0.93,"¾2,212,738,079.02",21.51749654,-0.011213,-0.011139,102116826.4,8.009097309,0.035590116,"$2,869,246,807.00",21.7773154,4588,3.661623409,12,56427261.86,2212738079,5,39,2003
2426,1.144683718,0.3543,2015,4,24262015,4252015,0.92881032,0.92917373,10,32.21,31.63,1.38,0.001673351,-0.93,"¾5,197,524,787.11",22.37144835,0.024452,0.033626,117718944,8.070846358,0.020086628,"$5,860,562,868.00",22.49151149,548,2.738780558,12,1107451772,5197524787,5,39,2003
2465,1.867537081,#N/A,2015,1,24652015,4572015,0.65331447,0.69338552,11,46.07,12.2,1.38,0.001673351,-0.93,"¾2,152,609,201.73",21.48994653,0.066125,0.071184,497885281.9,8.697129288,0.13079599,"$3,806,579,106.00",22.05999675,5657,3.752586179,8,239231943.1,2152609202,5,39,2007
2534,0.869042255,0.2669,2015,1,25342015,5012015,0.87214047,0.8276841,6,22.6,10,1.85,0.018339586,#N/A,"¾2,018,009,103.72",21.42537727,-0.028538,-0.028817,128303322.2,8.108237902,0.048976009,"$2,619,717,818.00",21.68633245,1821,3.260309946,14,114065721.1,2018009104,5,34,2001
2552,0.820446198,0.0314,2015,1,25522015,5172015,0.93548503,0.97387086,1,35.56,31.47,1.85,0.018339586,#N/A,"¾263,894,005.85",19.39105809,0.003352,0.003902,15096217.88,7.178868155,0.046594612,"$323,990,637.30",19.59622518,520,2.716003344,16,7619343.72,263894005.9,5,34,1999
2553,0.97875175,0.3192,2015,1,25532015,5182015,0.82364865,#N/A,3,24.32,28.41,1.85,0.018339586,#N/A,"¾196,741,735.92",19.09740244,0.091892,0.094248,11145540.95,7.047101152,0.036886615,"$302,156,784.20",19.52645659,871,2.940018155,17,29322388.25,196741735.9,5,34,1998
600685,#N/A,#N/A,2015,2,6006852015,12212015,0.9436536,0.93736961,1,51.57,25.07,7.68,0.901011801,#N/A,"¾24,821,158,371.84",23.93496229,0.002121,0.002241,769697455.1,8.886320051,0.030161457,"$25,519,239,791.00",23.96269851,7286,3.862489167,22,855504056.2,24821158372,5,37,1993
2480,1.51350981,0.0052,2015,1,24802015,4672015,0.9281631,0.92283212,21,26.17,34.78,1.85,0.018339586,#N/A,"¾839,694,923.38",20.5485492,-0.033583,-0.035724,126837391.6,8.103247302,0.120350933,"$1,053,896,201.00",20.7757598,2286,3.359076226,14,150131907.4,839694923.4,5,34,2001
2583,0.973621007,0.4782,2015,1,25832015,5372015,0.60166214,0.61010574,27,17.44,21.87,1.38,0.001673351,#N/A,"¾1,249,861,229.28",20.94629837,0.054996,0.061412,298404650.7,8.474805587,0.120443105,"$2,477,556,948.00",21.63053881,4997,3.698709349,22,345504109.4,1249861229,5,39,1993
2429,0.963482494,0.4691,2015,4,24292015,4282015,0.92473109,0.90778065,1,52.1,39.83,1.38,0.001673351,-0.93,"¾5,319,092,733.79",22.39456859,0.036441,0.042144,194683631.3,8.289329438,0.031936934,"$6,095,877,231.00",22.53087852,4942,3.693902741,8,153095734,5319092734,5,39,2007
2197,1.759092761,0.1359,2015,2,21972015,2692015,0.84375968,0.89688657,6,24.61,27.88,1.85,0.018339586,#N/A,"¾775,486,789.18",20.46900151,0.027751,0.033469,49922611.93,7.698297299,0.044279562,"$1,127,441,402.00",20.84321666,1864,3.270445908,9,349746790.2,775486789.2,5,34,2006
2518,1.345588024,0.3586,2015,4,25182015,4882015,0.7705827,0.73236412,2,16.49,27.26,2.28,0.687202051,-0.7,"¾1,007,584,800.07",20.73082202,0.091304,0.098204,79570403.41,7.90075156,0.05212662,"$1,526,483,093.00",21.14623229,2349,3.370883017,22,37528573.28,1007584800,5,38,1993
2519,1.019342265,0.0953,2015,1,25192015,4892015,0.75444331,0.74679727,1,22.97,21.37,1.38,0.001673351,-0.93,"¾979,615,384.78",20.70267059,0.069634,0.083608,78999322.66,7.897623368,0.05175734,"$1,526,340,456.00",21.14613885,2924,3.465977368,15,43831880.75,979615384.8,5,39,2000
2214,0.114210693,0.0701,2015,1,22142015,2802015,0.62194983,0.64663737,8,36.21,47.77,1.38,0.001673351,-0.93,"¾158,181,776.51",18.87925541,0.022701,0.023928,59222143.07,7.772484119,0.183310101,"$323,070,811.70",19.59338209,530,2.72427587,10,76584225.75,158181776.5,5,39,2005
2282,0.667770508,0.5492,2015,2,22822015,3252015,0.81415959,0.79095577,2,18.23,10.6,1.85,0.018339586,#N/A,"¾283,051,280.03",19.46113864,0.006368,0.006437,23725963.67,7.375223861,0.054619742,"$434,384,399.90",19.88944041,1282,3.107888025,8,35181560.51,283051280,5,34,2007
300116,#N/A,#N/A,2015,1,3001162015,7282015,0.84010823,0.74833674,11,11.87,20.69,2.28,0.687202051,-0.7,"¾410,985,166.30",19.83406768,0.025471,0.025529,12533494.98,7.098072191,0.021559551,"$581,343,054.50",20.1808516,619,2.791690649,7,15039007.69,410985166.3,5,38,2008
300024,1.349664818,0.0199,2015,3,3000242015,6602015,0.79425465,0.8079898,46,21.58,8.17,1.85,0.018339586,#N/A,"¾1,110,848,748.99",20.8283902,0.061308,0.082078,84193884.04,7.925280545,0.04995509,"$1,685,391,508.00",21.24526372,3097,3.490941205,15,258566423,1110848749,5,34,2000
300101,0.983947645,#N/A,2015,1,3001012015,7142015,0.56655054,0.58876211,2,56.32,23.93,1.38,0.001673351,#N/A,"¾249,038,110.50",19.3331165,0.074542,0.079912,70156447.07,7.846067587,0.131096782,"$535,150,030.10",20.0980577,797,2.901458321,12,26766429.69,249038110.5,5,39,2003
300048,0.611564913,0.0572,2015,2,3000482015,6782015,0.75628009,#N/A,2,16.97,26.14,2.28,0.687202051,#N/A,"¾492,346,169.32",20.01469262,0.020694,0.025522,64815392.81,7.811678157,0.080265191,"$807,515,586.80",20.50947292,1830,3.26245109,12,154992823.3,492346169.3,5,38,2003
300062,0.642224507,0.0229,2015,3,3000622015,6852015,0.81961321,0.80517209,1,25.6,22.05,2.28,0.687202051,-0.7,"¾493,494,010.12",20.01702128,0.009865,0.014067,33720688.66,7.527896435,0.046139563,"$730,841,089.90",20.40970661,1397,3.145196406,13,44431974.26,493494010.1,5,38,2002
300007,1.936285067,0.0465,2015,4,3000072015,6492015,0.70868228,0.75222949,9,14.99,28.09,3.54,0.586050438,#N/A,"¾427,016,344.81",19.87233285,0.035279,0.042824,47914829.07,7.680469943,0.064167181,"$746,718,624.30",20.431199,1439,3.158060794,7,143588395.8,427016344.8,5,40,2008
300083,0,#N/A,2015,3,3000832015,7002015,0.95035057,0.87703523,23,52.81,11.1,1.38,0.001673351,-0.93,"¾3,112,461,262.34",21.85867965,-0.053751,-0.075235,123712200,8.09241253,0.034685405,"$3,566,693,241.00",21.99490474,14380,4.157758886,7,556743512.6,3112461262,5,39,2008
300177,0.32332163,0.0999,2015,1,3001772015,7742015,0.73503427,0.67858124,1,7.16,32.92,1.38,0.001673351,-0.93,"¾379,652,065.57",19.75476577,0.000084,0.000099,82932264.43,7.918723524,0.129990983,"$637,984,747.30",20.27382493,1575,3.197280558,9,58332239.63,379652065.6,5,39,2006
300028,0.671144833,0.6045,2015,3,3000282015,6622015,0.95046547,#N/A,3,33.42,9.89,1.38,0.001673351,#N/A,"¾206,896,885.85",19.14773109,0.020761,0.020436,11188132.27,7.048757592,0.045044458,"$248,379,772.60",19.33046947,272,2.434568904,16,30932606.58,206896885.9,5,39,1999
300078,1.068725071,0.5395,2015,1,3000782015,6962015,0.69549701,0.64288696,5,28.96,36.44,1.38,0.001673351,-0.93,"¾488,542,511.38",20.00693705,0.05711,0.075119,51587668.56,7.712545901,0.060481681,"$852,947,002.80",20.56420797,1530,3.184691431,12,66312645.37,488542511.4,5,39,2003
300079,1.84815313,0.0979,2015,1,3000792015,6972015,0.46915702,0.59941588,3,10.82,35.23,1.38,0.001673351,#N/A,"¾393,895,253.54",19.79159558,0.055729,0.061999,252539317.7,8.402329003,0.245452543,"$1,028,872,282.00",20.75172917,1583,3.199480915,15,214586762.5,393895253.5,5,39,2000
300088,0,0.6984,2015,4,3000882015,7042015,0.94201713,0.94762543,2,69.62,70.79,1.38,0.001673351,-0.93,"¾3,493,347,213.55",21.9741262,0.0497,0.057517,44255488.17,7.645967136,0.011099962,"$3,986,994,516.00",22.10630353,7297,3.863144346,9,247129165.8,3493347214,5,39,2006
300241,0.725394667,0.1854,2015,1,3002412015,8232015,0.94377581,0.93345846,5,39.81,43.41,1.38,0.001673351,-0.93,"¾777,850,345.90",20.47204471,0.028094,0.027404,40327929.86,7.605605929,0.043790334,"$920,932,219.20",20.640897,1510,3.178976947,15,67438048.06,777850345.9,5,39,2000
300139,1.738257088,0.6438,2015,1,3001392015,7442015,0.66881399,0.7607166,4,78.97,41.49,1.38,0.001673351,-0.93,"¾114,925,369.02",18.55979351,0.026734,0.027643,29332594.04,7.467350472,0.130898726,"$224,086,168.90",19.22754122,860,2.934498451,15,51715759.45,114925369,5,39,2000
300282,0.61500121,0.141,2015,2,3002822015,8512015,0.92175229,0.9059832,6,48.41,22.01,1.38,0.001673351,-0.93,"¾1,313,798,293.08",20.99618824,-0.038935,-0.039873,61151590.82,7.786407759,0.037384876,"$1,635,730,743.00",21.21535548,5147,3.711554168,12,84874311.7,1313798293,5,39,2003
300123,0.859523384,0.0149,2015,1,3001232015,7332015,0.90047598,0.91933511,2,40.44,24.52,7.68,0.901011801,#N/A,"¾319,209,948.95",19.58135959,0.008147,0.00901,24784550.64,7.394181049,0.056128691,"$441,566,515.80",19.90583923,1131,3.053462605,12,132777686.2,319209949,5,37,2003
300068,0.687607294,0.1879,2015,4,3000682015,6892015,0.92138765,0.8918213,9,47.69,24.16,2.28,0.687202051,-0.7,"¾4,375,333,711.90",22.19924863,0.04029,0.047339,158190000,8.199179026,0.030697866,"$5,153,126,944.00",22.36286954,2473,3.393224116,18,561544749.3,4375333712,5,38,1997
300011,0.665483739,0.0328,2015,1,3000112015,6512015,0.68799195,0.73699129,5,40.12,28.03,7.68,0.901011801,#N/A,"¾653,267,991.58",20.297498,0.084403,0.100222,67081969.22,7.826605803,0.058608492,"$1,144,577,635.00",20.85830153,1414,3.150449409,13,142650624.8,653267991.6,5,37,2002
300014,1.156844424,0.3736,2015,2,3000142015,6532015,0.88128675,0.85887739,10,21.45,17.14,2.28,0.687202051,-0.7,"¾972,127,062.12",20.69499708,0.066724,0.079442,70518196.21,7.848301195,0.052277022,"$1,348,932,918.00",21.02257969,5246,3.719828286,14,315742590.6,972127062.1,5,38,2001
300126,0.197175641,0.6762,2015,2,3001262015,7362015,0.93907964,0.92153473,2,49,25.1,1.85,0.018339586,#N/A,"¾457,046,260.89",19.94029517,0.002866,0.002898,30972520.37,7.490976547,0.055590623,"$557,153,687.90",20.13835168,1515,3.180412633,15,21862285.01,457046260.9,5,34,2000
300141,1.419386301,#N/A,2015,1,3001412015,7462015,0.89945691,0.80438486,2,45.11,24.05,2.28,0.687202051,-0.7,"¾228,733,458.33",19.24806795,0.026247,0.02692,12224305.71,7.087224202,0.040560237,"$301,386,449.20",19.52390388,381,2.580924976,17,5494819.77,228733458.3,5,38,1998
2231,0.808979157,#N/A,2015,2,22312015,2932015,0.89022317,0.8846827,13,20.75,43.7,1.38,0.001673351,-0.93,"¾291,637,381.60",19.49102174,0.005567,0.005543,16240636.86,7.210603056,0.041663902,"$389,801,152.80",19.7811473,434,2.63748973,10,11900093.44,291637381.6,5,39,2005
300118,0.910296764,0.2753,2015,2,3001182015,7292015,0.86762522,0.86625943,1,26.35,22.54,1.38,0.001673351,-0.93,"¾4,110,819,662.50",22.13688828,0.040272,0.04761,167943300,8.225162683,0.031931772,"$5,259,441,986.00",22.38329077,3369,3.527501011,6,243503546.3,4110819663,5,39,2009
2364,1.13123805,#N/A,2015,4,23642015,3782015,0.70829555,#N/A,2,22.92,28.84,2.28,0.687202051,#N/A,"¾489,641,792.44",20.00918465,0.089692,0.103263,55724975.41,7.746049886,0.066195069,"$841,829,703.50",20.5510883,1653,3.218272854,14,68028648.71,489641792.4,5,38,2001
